사진,이름,학명,영명,과명,원산지,냄새,독성,관리수준,생장속도,생육온도,습도,비료,물주기,병충해 관리 정보,기능성정보,관리요구도,분류,생육형태,정원구성,생태,잎무늬,잎색,과일색,번식방법,광요구도,배치장소,병해충
http://www.nongsaro.go.kr/cms_contents/301/14690_MF_REPR_ATTACH_01_TMB.jpg,드라세나 맛상게아나,Dracaena fragrans var. massangeana,corn plant,백합과,아프리카,약함,애완동물에게 해로울 수 있음,초보자,보통,16~20℃,40 ~ 70%,비료를 보통 요구함(수용성비료 2주에 한번 줌),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),가정과 온실 도입시 유의 제거,"열대 원산종의 원예 변종으로 대형종이다. 잎은 길이가 약 50~90cm, 폭은 5cm 내외이다. 잎의 폭은 넓고 끝이 뾰족하며 늘어지는데 마치 옥수수 잎을 연상시킨다. 실내에서는 3m까지 생장하는데, 줄기 윗부분을 20cm 정도 잘라주면 새로운 싹이 나와 자라고, 원기회복에 큰 도움이 된다. 사무실이나 실내 장식이 많은 매장, 거실에 두면 보기에도 좋고 실내의 답답함을 없애, 공간을 시원하게 연출할 수 있다. 반그늘에서 잘 자라고 추위에도 강하다.",낮음 (잘 견딤),잎보기식물,"직립형,관목형","상층목,중층목","일반형,수경형",줄무늬,"녹색, 연두색,기타",0,"삽목,기타","낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/14691_MF_REPR_ATTACH_01_TMB.gif,드라세나 산데리아나,Dracaena sanderiana,"ribbon plant, belgian evergreen, lucky bamboo",백합과,서아프리카의 카메룬,약함,애완동물에 독성,초보자,느림,21~25℃,40 ~ 70%,비료를 보통 요구함(봄~가을 완효성비료를 규칙적으로 줌),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),가정과 온실 도입시 유의 제거,0,낮음 (잘 견딤),잎보기식물,"직립형,관목형","중층목,하층목","일반형,수경형",줄무늬,"녹색, 연두색,흰색, 크림색",0,삽목,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레,총채벌레"
http://www.nongsaro.go.kr/cms_contents/301/14692_MF_REPR_ATTACH_01_TMB.jpg,드라세나 산데리아나 '세레스',Dracaena sanderiana 'Celes',Dracaena sanderiana Celes,백합과,아프리카,약함,0,초보자,보통,16~20℃,40 ~ 70%,비료를 보통 요구함,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),0,0,보통 (약간 잘 견딤),잎보기식물,"직립형,관목형",중층목,"일반형,수경형",줄무늬,"녹색, 연두색",0,삽목,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/14695_MF_REPR_ATTACH_01_TMB.jpg,드라세나 수르쿨로사,Dracaena surculosa (D. godseffiana),Dracaena surculosa,백합과,아프리카,약함,0,경험자,느림,16~20℃,40% 미만,비료를 보통 요구함(동절기 비료주지 않음),토양 표면이 말랐을때 충분히 관수함,0,"60~90cm 정도 자라고 줄기는 작지만 강하고, 잎은 타원형으로 양 끝이 뾰족하다. 잎의 반점에 따라 플로리다 뷰티, 밀키웨이 등으로 나누어 지고, 긴 타원형 또는 달걀형으로 길이 10~13cm 정도로 어긋나고 각 마디마디 2~3개씩 달린다. 표면은 녹색으로 반들반들하고 불규칙한 흰 반점이 있다. 꽃은 흰색으로 얇은 꽃줄기와 함께 복산형 꽃차례로 작은 꽃이 둥글게 모여 피고 향기가 좋다. 한여름의 (8~9)월의 직사광선을 받는 곳은 피한다. 그 외의 계절에는 오전 햇빛을 조금 받게 하고 겨울에는 항상 햇빛을 받게 해주는 것이 좋다.",필요함,잎보기식물,관목형,중층목,일반형,"점무늬,기타 (무늬없음 등)","녹색, 연두색,흰색, 크림색",0,삽목,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/14699_MF_REPR_ATTACH_01_TMB.jpg,디지고데카,Dizygotheca elegantissima,"false aralia, finger aralia, thread leaf false aralia",두릅나무과,"뉴칼레도니아, 폴리네시아",약함,0,경험자,빠름,16~20℃,40 ~ 70%,비료를 보통 요구함,토양 표면이 말랐을때 충분히 관수함,0,"세계적으로 15종이 자생하고 있다. 줄기는 강직하고, 잎은 좁고 길며 결각이 심하고 긴 잎자루가 있다. 줄기는 곧게 자라며, 높이는 9~12m까지 자란다. 잎자루는 길며, 잎은 가늘고 기다란 손가락 모양이고, 7~9개가 부챗살처럼 펼쳐 다린다. 잎색은 짙고 어두운 녹색이며 잎맥은 적갈색을 띤다. 가장자리는 굵고 깊게 팬 톱니 모양이다. 수분 변화가 심할 때 늙은 잎에서 불그스레한 타원형의 작은 반점으로 나타나는 부종 증상이 생길 수 있다. 이것은 생리적 장해이므로 수분 변화가 심하지 않게 주의해서 관리하면 예방할 수 있다. 디지고데카는 뿌리가 왕성하게 뻗지 못하기 때문에 할 수 있는 한 최대로 뿌리를 건강하게 관리하는 것이 필수적이다. 응애가 생기지 않도록 정기적으로 살펴보아야 한다.",필요함,잎보기식물,"직립형,관목형","상층목,중층목",일반형,"잎 가장자리 무늬,기타 (무늬없음 등)","녹색, 연두색,흰색, 크림색,빨강, 분홍, 자주색",0,삽목,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/14700_MF_REPR_ATTACH_01_TMB.jpg,디펜바키아 '마리안느',Dieffenbachia 'Marianne',dieffenbachia maculata,천남성과,열대 아메리카,거의 없음,있음 (수액이 피부 자극을 일으킬 수 있음),경험자,느림,21~25℃,40 ~ 70%,비료를 많이 요구함,토양 표면이 말랐을때 충분히 관수함,0,"부드러운 연녹색 잎의 중앙에 선명한 흰색 무늬가 있는 소형종이다. 잎 모양, 색깔, 크기 등에 따른 다양한 품종이 있다. 밝은 반그늘이 적합하고, 5~9월의 생장기에는 실외에서 키울 수 있다. 빛이 적고 따뜻한 실내에서 잘 자라고, 추위에 매우 약한 식물이기 때문에 찬바람에 노출되지 않게 주의하고, 분갈이는 따뜻한 봄에 하는 것이 좋다. 녹색 바탕 잎 중앙부분에 황백색의 무늬가 있어 부드러운 느낌을 자아낸다. 수액이 피부에 닿으면 알레르기, 가려움증이 생길 수 있으므로 주의한다.",필요함,잎보기식물,풀모양,"중층목,하층목",일반형,점무늬,"녹색, 연두색,흰색, 크림색",0,"삽목,분주,기타","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레,온실가루이"
http://www.nongsaro.go.kr/cms_contents/301/14713_MF_REPR_ATTACH_01_TMB.jpg,디펜바키아 '트로픽스노우',Dieffenbachia amoena 'Tropic snow',dumb cane,천남성과,열대 아메리카,거의 없음,강함 (수액이 피부 자극을 일으킬 수 있음),경험자,빠름,21~25℃,40 ~ 70%,비료를 많이 요구함,토양 표면이 말랐을때 충분히 관수함,가정과 온실 도입시 유의 제거,"줄기는 굵고 크며, 잎은 두껍고 넓다. 생육이 강건한 품종으로 내한력이 약하다. 대형종이며 줄기는 두터워지고, 잎은 광택이 있는 짙은 녹색으로 유백색의 불규칙한 반점 무늬가 있다. 직사광선이 아닌 실내 밝은 장소에서 잘 자란다. 식물 전체에 독이 있기 때문에 일단, 입에 들어가면 심하게 아프고 혀와 성대에 마비 증상이 생겨 한동안 말하기가 어렵고 또 수액이 피부에 닿으면 알레르기, 가려움증이 생길 수 있다. 식물 전체에 독이 있기 때문에 식용은 금한다. 일단 입에 들어가면 심하게 아프고 혀와 성대에 마비 증상이 생겨 한동안 말하기가 어렵고 또 수액이 피부에 닿으면 알레르기, 가려움증이 생길 수 있다.",필요함,잎보기식물,풀모양,"중층목,하층목",일반형,점무늬,"녹색, 연두색,금색, 노란색",0,"삽목,분주,기타","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레,온실가루이"
http://www.nongsaro.go.kr/cms_contents/301/14911_MF_REPR_ATTACH_01_TMB.jpg,떡갈잎 고무나무,Ficus lyrata,fiddle leaf fig,뽕나무과,서아프리카,거의 없음,강함 (식물체 전체에 독이 있음),초보자,보통,16~20℃,40 ~ 70%,비료를 보통 요구함(봄과 여름 2주에 한번씩 수용성 비료 줌),토양 표면이 말랐을때 충분히 관수함,가정과 온실 도입시 유의 제거,"큼직하고 진한 잎 색상 때문에 중후한 멋이 있는 떡갈잎 고무나무는 강한 생명력과 멋진 모양 덕분에 인기가 많다. 잎의 길이는 평균 30cm 정도이며, 잎이 두껍다. 잎자루가 짧고 잎면은 파상이 우글쭈글하다. 과습으로 인해 잎이 검게 변하면서 떨어질 수 있으므로 주의해야 한다. 갈나무에 익숙한 우리에게는 친근감이 감겨 단독으로 식재하는 것보다 모아 심는 것이 운치 있어 보인다.",필요함,잎보기식물,"직립형,관목형",상층목,일반형,기타 (무늬없음 등),"녹색, 연두색",0,"삽목,기타","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/14913_MF_REPR_ATTACH_01_TMB.jpg,러브체인,Ceropegia woodii,"rosary vine, string of hearts",박주가리과,"짐바브웨, 나타루(브라질)",거의 없음,없음,경험자,보통,16~20℃,40% 미만,"비료를 거의 요구하지않음 (2회/년, 4월, 7월 수용성비료 줌)",화분 흙 대부분 말랐을때 충분히 관수함,가정과 온실 도입시 유의 제거,"온도가 적당하여 정상적인 성장이 지속한다면 그에 맞춰 비료도 자주 주어야 길게 늘어지며 자란다. 폭포처럼 아래쪽으로 길게 늘어지는 특성이 있어 거실이나 베란다에 걸어두면 보기 좋다. 줄기는 1~3m까지 자라며, 잎 앞면에 회백색 그물 무늬가 있고 뒷면은 적자색이다. 다른 덩굴식물과는 달리 땅속줄기에 덩이뿌리(물 저장뿌리)가 있어 다습한 환경을 싫어하고, 건조에 강하다. 여름철에 1~2cm 분홍색 깔때기 모양으로 생긴 독특한 통꽃이 피고 꽃이 피는 기간은 긴 편이다. 번식은 줄기 삽목을 주로 이용하는데, 덩굴을 두세 마디씩 잘라서 땅에 꽂거나 덩굴에 생기는 작은 덩이를 묻어두면 싹이 난다. - 환기: 규칙적인 환기가 필요. - 물관리: 과습과 과한 물주기는 피해야 함. 빗물을 주면 토양이 산성화 될 수도 있음. 따뜻한 물을 사용하세요. - 행잉 바구니에 적합한 식물.",보통 (약간 잘 견딤),잎보기식물,"덩굴성,다육형",지피식물,건조형,"점무늬,기타 (무늬없음 등)","녹색, 연두색,은색, 회색",0,"삽목,분주","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/14920_MF_REPR_ATTACH_01_TMB.jpg,렉스베고니아,Begonia rex,rex begonia,베고니아과,동남아시아,거의 없음,없음,경험자,보통,16~20℃,40 ~ 70%,비료를 보통 요구함(봄과 가을에 수용성비료를 2주에 한번 줌),토양 표면이 말랐을때 충분히 관수함,거미진드기 등 (가정과 온실 도입시 유의 제거),"베고니아의 관상부위는 세 가지(꽃, 잎, 반관목성)로 구분하는데, 렉스베고니아는 잎 무늬를 관상하는 식물이다. 잎이 두텁고 얼룩무늬도 있으며 달팽이처럼 말린 것도 있고 종류가 매우 다양하다. 줄기의 온몸에 거친 털이 나 있다. 잎은 대형 달걀 모양으로 길이는 30cm, 폭은 20cm 정도이다. 잎 면에는 품종에 따라 보라색, 빨간색, 은백색, 구릿빛 등 다양한 무늬가 있다. 렉스베고니아는 잎꽂이로 번식이 쉽다. 벤치 아래, 시원하고 습한 그늘에서 가장 이상적인 성장을 한다.",필요함,잎&꽃보기식물,풀모양,하층목,일반형,"점무늬,잎 가장자리 무늬","녹색, 연두색,흰색, 크림색",0,삽목,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","진딧물,응애,깍지벌레,온실가루이"
http://www.nongsaro.go.kr/cms_contents/301/15830_MF_REPR_ATTACH_01_TMB.jpg,루모라고사리,Rumohra adiantiformis,"leather leaf fern, seven weeks fern",고란초과,남아프리카,거의 없음,없음,전문가,보통,16~20℃,70% 이상,비료를 보통 요구함,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),가정과 온실 도입시 벌레 확인!,0,특별 관리 요구,잎보기식물,"덩굴성,풀모양","하층목,지피식물",일반형,기타 (무늬없음 등),"녹색, 연두색",0,"분주,기타","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/16034_MF_REPR_ATTACH_01_TMB.jpg,루스커스,Ruscus spp.,<i>Ruscus</i> spp.,백합과,"지중해, 아프리카",거의 없음,0,초보자,보통,16~20℃,40 ~ 70%,비료를 보통 요구함,토양 표면이 말랐을때 충분히 관수함,가정과 온실 도입시 유의 제거,0,낮음 (잘 견딤),잎보기식물,관목형,중층목,일반형,기타 (무늬없음 등),"녹색, 연두색",0,"파종,삽목,분주","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/16038_MF_REPR_ATTACH_01_TMB.jpg,마란타 류코뉴라,Maranta leuconeura,"rabbit's tracks, rabbit's foot, prayer plant",마란타과,"중앙 아메리카, 브라질",거의 없음,0,초보자,빠름,16~20℃,40 ~ 70%,비료를 보통 요구함(가을에 수용성비료를 2주에 한번 줌),토양 표면이 말랐을때 충분히 관수함,"거미진드기, 작은벌레 등 (가정과 온실 도입시 유의 제거)","잎에 독특한 무늬와 잎이 말려드는 습성이 있어 인상적인 마란타 류코뉴라는 영어 이름 ‘prayer plant(기도하는 식물)’ 로, 해질 무렵이면 기도할 때 손을 모으듯 위로 접히는 잎의 모양에서 유래한다. 잎이 접히는 이유는 체내의 습도를 유지하기 위해 낮에는 옆으로 펴져 있다가 밤이 되면 위로 모이는 현상을 보인다. 초장과 초폭은 각각 30cm 정도이고, 따뜻하고, 습한 지역에서 잘 성장한다. 온도, 습도가 낮은 건조하고 추운 환경에서는 잎이 갈색으로 변하여 떨어지거나 잎이 틀어질 수 있으므로, 건조한 경우 일정한 습도 유지에 주의해야 한다.",필요함,잎보기식물,풀모양,하층목,일반형,"줄무늬,점무늬","녹색, 연두색,빨강, 분홍, 자주색,기타",0,"분주,기타","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레,온실가루이"
http://www.nongsaro.go.kr/cms_contents/301/16238_MF_REPR_ATTACH_01_TMB.jpg,마삭줄,Trachelospermum asiaticum,<i>Trachelospermum asiaticum</i>,협죽도과,"한국, 일본, 대만",강함,0,초보자,보통,16~20℃,40 ~ 70%,비료를 보통 요구함 (2~3개월에 한번씩 수용성 비료 줌),토양 표면이 말랐을때 충분히 관수함,개각충 (가정과 온실 도입시 유의 제거),"상록의 덩굴성 목본으로 흑갈색 줄기를 가지고 있다. 줄기는 길게 약 5m 정도 뻗으며, 줄기에서 뿌리를 내려 바위나 나무 등에 기어오른다. 꽃은 5~6월에 흰색으로 피고 지름은 2~3cm이며, 흰색에서 노란색으로 변하고 취산꽃차례를 이룬다. 타원형의 잎은 마주나며, 길이 2~5cm로 윤이 나고 두껍다. 열매는 원통형의 골돌과로 9월에 익으며 길이 12~22cm로 2개가 달린다. 잎과 줄기는 해열, 강장, 진통 및 생리통 등에 약용으로 쓰이기도 한다. 산지 숲 가장자리나 숲 속 습기가 있는 곳의 바위나, 큰 나무줄기에 칭칭 동여맨 듯 부착되어 있다.",보통 (약간 잘 견딤),잎&꽃보기식물,덩굴성,"중층목,하층목,지피식물",일반형,"잎 가장자리 무늬,기타 (무늬없음 등)","녹색, 연두색,금색, 노란색,흰색, 크림색,빨강, 분홍, 자주색",0,삽목,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/16239_MF_REPR_ATTACH_01_TMB.jpg,만년청,Rohdea japonica,"Nippon lily, sacrea lily, Japanese sacred lily",백합과,"일본, 한국, 중국",약함,0,초보자,보통,21~25℃,40 ~ 70%,비료를 보통 요구함,토양 표면이 말랐을때 충분히 관수함,가정과 온실 도입시 유의 제거,"내한성 상록 다년초로 굵은 땅속줄기 끝에서 9~12장의 녹색 잎이 모여난다. 높이 30~50cm이다. 잎의 길이는 30~40cm, 너비 3~5cm이고, 넓은 바소꼴이며 육질이고 윤기가 있다. 꽃은 5~7월에 연한 노란색이나 흰색으로 피고 잎 사이에서 자란 길이 2~4cm의 수상꽃차례에 빽빽이 달린다. 열매는 장과이고 둥글며 지름 1cm 정도로 8월에 붉게 익으며 간혹 황색도 있다. 잎은 1년에 보통 3-4장 나오는데 잎의 수명은 길면 3-4년정도이다. 가능한 자르지 말고 그대로 둔다.근경에는 로데인(Rohdein)이 들어 있어 강심제와 이뇨제로 악용된다. 잎에 여러 가지 색채가 든 무늬 종이 많이 나와 주로 관상용으로 이용되었다.",낮음 (잘 견딤),"잎보기식물,열매보기식물",풀모양,하층목,일반형,"점무늬,잎 가장자리 무늬","녹색, 연두색,흰색, 크림색,기타",빨강색,"파종,분주","낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/16241_MF_REPR_ATTACH_01_TMB.jpg,만데빌라,Mandevilla sanderi,"Brazilian Jasmine, Red Riding Hood, Pink Allamanda",협죽도과,브라질,거의 없음,강함 (식용하면 안됨),경험자,보통,16~20℃,40 ~ 70%,"비료를 보통 요구함(반희석한 수용성비료를 봄, 여름 2주에 한번 줌)",토양 표면이 말랐을때 충분히 관수함,진딧물,"브라질 자스민, 동백 자스민이란 이름처럼 꽃이 화려하고 은은한 향기를 지닌 매력적인 덩굴식물로 약간 건조하게 관리한다.",필요함,잎&꽃보기식물,덩굴성,"중층목,하층목",일반형,기타 (무늬없음 등),"녹색, 연두색",0,삽목,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레,온실가루이"
http://www.nongsaro.go.kr/cms_contents/301/16245_MF_REPR_ATTACH_01_TMB.jpg,멕시코소철,Zamia pumila,sago palm,소철과,"멕시코, 자마이카, 콜롬비아, 서인도",거의 없음,열매식용하면 안됨,초보자,빠름,21~25℃,40 ~ 70%,비료를 거의 요구하지않음,토양 표면이 말랐을때 충분히 관수함,가정과 온실 도입시 유의 제거,"소철은 열대 및 아열대 아메리카에 약 40종이 분포한다. 잎은 1년에 한번씩 새로 자라나며, 줄기의 끝이 굵은 것 일수도록 많이 나오고, 새로 나온 잎이 완전히 굳어질 때까지 먼저 잎을 자르지 않는 것이 좋다. 잎은 골판지처럼 딱딱해서 이국적인 모습을 연출할때 이용한다. 줄기는 괴경상으로 높이는 15cm, 엽장은 120cm까지 있고 소엽은 딱딱하고 4~22 개가 마주난다. 잎은 반 광택이 있는 황록색으로 마치 소철잎과 같이 붙어 있으나 엽육이 두텁고 잎이 크며 주로 관엽식물로 재배되고 있으며, 깃털모양의 우상엽(깃털잎)이다. 줄기와 잎은 갈색의 뽀얀 털 내지는 가루 같은 것으로 덮여있다.",낮음 (잘 견딤),잎보기식물,풀모양,중층목,"일반형,건조형",기타 (무늬없음 등),"녹색, 연두색",0,파종,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
http://www.nongsaro.go.kr/cms_contents/301/16246_MF_REPR_ATTACH_01_TMB.jpg,멜라니 고무나무,Ficus elastica 'Robusta',"Robust Rubbertree, Rubber Plant, Rubbertree",뽕나무과,"인도, 말레이시아",거의 없음,0,경험자,보통,21~25℃,40 ~ 70%,"비료를 보통 요구함 (봄, 여름에 수용성 비료를 2주에 한번 줌)",토양 표면이 말랐을때 충분히 관수함,가정과 온실 도입시 유의 제거,"야생에서는 커다란 교목으로 자라는 고무나무로 잎 모양은 크고 넓은 둥근 타원형으로 엽육이 두껍고 생육이 왕성하고, 음이온과 산소발생량이 많은 식물이다. 형태로 새로 나오는 잎은 색이 붉은빛이나 차츰 성장하며 짙은 녹색으로 바뀌는 아름다운 품종입니다. 라텍스를 포함하고 있는 가죽질감의 짙은 녹색을 띤 뚜꺼운 잎을 가지고 있으며, 이면의 주맥과 잎대는 적갈색이고, 2,5m까지 자란다. 작은 그릇에 꽃 2~3송이와 잎 1장으로도 아름다움을 살릴수 있는 식물이다. 세계적으로 약 800~2000종이 분포되어 있다.",필요함,잎보기식물,관목형,중층목,일반형,기타 (무늬없음 등),"녹색, 연두색,빨강, 분홍, 자주색",0,"삽목,기타","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레,온실가루이"
http://www.nongsaro.go.kr/cms_contents/301/16448_MF_REPR_ATTACH_01_TMB.jpg,목베고니아,Begonia lucerna,lucerna begonia,베고니아과,"브라질, 멕시코, 필리핀",약함,없음,초보자,보통,21~25℃,40 ~ 70%,비료를 보통 요구함,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),"삽주벌레 등 (깨끗한 용기에 심기, 가정과 온실 도입시 유의 제거)","목베고니아는 프랑스의 식물 애호가 베공(Begin, M)의 이름에서 유래되었다. 높이는 60cm정도이며, 잎은 가름한 심장 모양이고, 전체가 녹색이며,흰 얼룩점이 드문드문 있고, 뒷면의 잎맥은 붉다. 줄기는 곧게 자라며 어긋나게 자라는 커다란 잎과 풍성하게 꽃을 피우는 품종이다. 속은 독특한 특색은 크기가 서로 다른 4장의 꽃덮이(꽃잎과 꽃받침잎을 합해 부르는 이름)가 쌍으로 달리며, 암꽃의 아래쪽에 3개의 날개가 있다. 영양이 풍부할수록 풍성한 꽃 봉우리를 만든다. 자라나면서 줄기와 가지가 목질화(나무줄기처럼 딱딱해짐)가 되어간다.",보통 (약간 잘 견딤),잎&꽃보기식물,관목형,"중층목,하층목",일반형,점무늬,"녹색, 연두색,흰색, 크림색",0,삽목,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레,총채벌레,온실가루이"
http://www.nongsaro.go.kr/cms_contents/301/16449_MF_REPR_ATTACH_01_TMB.jpg,몬스테라,Monstera deliciosa,"swiss cheese plant, window plant, cut leaf philodendron, geriman, fruit salad plant",천남성과,"멕시코남부, 파나마, 중앙 아메리카(과테말라)",약함,식물체 독성임. (어린이주변에 두지말 것),초보자,보통,16~20℃,70% 이상,"비료를 보통 요구함(봄, 여름에 수용성 비료를 2주에 한번 줌)",흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),가정과 온실 도입시 유의 제거,몬스테라는 덩굴성 대형관엽식물로 6~8m 까지 자란다. 잎은 어긋나고 성숙한 것은 지름 1m 정도이다. 잎은 진녹색으로 크고 광택이 나며 잎맥 사이에 군데군데 타원형의 구멍이 파여 있어 폭우나 강한 바람에도 견딜 수 있는 구조로 발달 됐다. 흰색의 꽃이 피고 열매도 달린다. 그리고 잎은 절엽으로 하여 꽃꽂이 재료로도 쓰인다. 직시광선에 노출시키면 잎이 타기 쉬우므로 그늘에 둬야 한다.,보통 (약간 잘 견딤),잎보기식물,"덩굴성,풀모양",중층목,일반형,기타 (무늬없음 등),"녹색, 연두색",0,"파종,삽목","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","응애,깍지벌레"
